datatime,ningjie_shuiliuliang_youxuanzhi,gaoya_geishuiliuliang_youxuanzhi,chuyangqi_tiaojiefa_weizhifankui,ranji_fuhe,qiji_fuhe,chuyangqi_rukou_yali,diya_qibao_yali_youxuanzhi,diya_zhuqiliuliang_youxuanzhi,gaoya_jianwenshui_liuliang,ranji_paiqi_wendu,diya_qibao_shuiwei_youxuanzhi
2024-02-29 14:55:27,33.57781,29.4515,10.317071,0.22738,0.352806,1.901889,0.108811,5.4037,1.7654,13.586913,-489.5327
2024-02-29 14:55:28,33.640408,29.4515,10.298571,0.23548,0.348806,1.902689,0.108811,5.4037,1.7654,13.586913,-489.36008
2024-02-29 14:55:29,33.57831,29.4515,10.28007,0.23148,0.350806,1.902389,0.108811,5.4037,1.7654,13.586913,-489.20914
2024-02-29 14:55:30,33.51671,29.4515,10.29627,0.22738,0.348806,1.902089,0.108711,5.4037,1.7654,13.586913,-488.9758
2024-02-29 14:55:31,33.76531,29.4515,10.289371,0.22738,0.350806,1.901389,0.108711,5.4037,1.7654,13.605813,-488.69794
2024-02-29 14:55:32,33.76531,29.4515,10.317071,0.23148,0.350806,1.901089,0.108711,5.4037,1.7654,13.605813,-488.43906
2024-02-29 14:55:33,33.486507,29.4515,10.307871,0.23148,0.350806,1.901189,0.108711,5.4037,1.7654,13.605813,-488.26663
2024-02-29 14:55:34,34.22661,29.4515,10.293971,0.23148,0.350806,1.901989,0.108611,5.4037,1.7654,13.605813,-488.15372
2024-02-29 14:55:35,33.45561,29.4515,10.310171,0.22738,0.350806,1.903089,0.108611,5.4037,1.7654,13.605813,-488.0284
2024-02-29 14:55:36,33.01581,29.4515,10.326371,0.23148,0.348806,1.902889,0.108611,5.4037,1.7654,13.605813,-487.8176
2024-02-29 14:55:37,34.22691,29.4515,10.307871,0.22738,0.350806,1.902489,0.108611,5.4037,1.7654,13.605813,-487.62708
2024-02-29 14:55:38,33.85991,29.4515,10.275471,0.22738,0.348806,1.902089,0.108611,5.4037,1.7654,13.624713,-487.40857
2024-02-29 14:55:39,33.581207,29.4515,10.307871,0.22738,0.348806,1.902689,0.108611,5.4037,1.7654,13.624713,-487.1612
2024-02-29 14:55:40,32.76341,29.4515,10.310171,0.23548,0.350806,1.902589,0.108611,5.4037,1.7654,13.624713,-486.83636
2024-02-29 14:55:41,32.95411,29.4515,10.326371,0.23148,0.348806,1.902489,0.108611,5.4037,1.7654,13.624713,-486.58633
2024-02-29 14:55:42,32.95411,29.4515,10.326371,0.23148,0.348806,1.902489,0.108611,5.4037,1.7654,13.624713,-486.46204
2024-02-29 14:55:43,33.332508,29.4515,10.291671,0.22338,0.350806,1.902589,0.108611,5.4037,1.7654,13.643713,-486.30347
2024-02-29 14:55:44,33.08091,29.4515,10.310171,0.23148,0.350806,1.902889,0.108611,5.4037,1.7654,13.643713,-486.1498
2024-02-29 14:55:45,32.92271,29.4515,10.291671,0.23148,0.350806,1.903289,0.108511,5.4037,1.7654,13.643713,-486.02908
2024-02-29 14:55:46,34.10731,29.4515,10.280071,0.22738,0.346806,1.903389,0.108511,5.4037,1.7654,13.662613,-485.7712
2024-02-29 14:55:47,33.83071,29.4515,10.291671,0.21928,0.350806,1.903189,0.108511,5.4037,1.7654,13.662613,-485.51904
2024-02-29 14:55:48,33.58311,29.4515,10.300871,0.22738,0.350806,1.902589,0.108511,5.4037,1.7654,13.681513,-485.25818
2024-02-29 14:55:49,33.30241,29.4515,10.289371,0.22738,0.350806,1.902289,0.108511,5.4037,1.7654,13.681513,-485.03955
2024-02-29 14:55:50,33.83131,29.4515,10.289371,0.23148,0.348806,1.902689,0.108511,5.4037,1.7654,13.700413,-484.78864
2024-02-29 14:55:51,33.45951,29.4515,10.300871,0.23548,0.350806,1.903189,0.108411,5.4037,1.7654,13.700413,-484.51913
2024-02-29 14:55:52,33.832012,29.4515,10.289371,0.23148,0.350806,1.903789,0.108411,5.4037,1.7654,13.700413,-484.25784
2024-02-29 14:55:53,33.70861,29.4515,10.28007,0.23148,0.350806,1.904389,0.108411,5.4037,1.7654,13.719413,-484.02133
2024-02-29 14:55:54,33.27201,29.4515,10.31937,0.22738,0.350806,1.904889,0.108411,5.4037,1.7654,13.719413,-483.83078
2024-02-29 14:55:55,33.678112,29.4515,10.305571,0.23148,0.350806,1.904889,0.108411,5.4037,1.7654,13.738313,-483.56613
2024-02-29 14:55:56,33.42911,29.4515,10.305571,0.23148,0.350806,1.904889,0.108411,5.4037,1.7654,13.757213,-483.36536
2024-02-29 14:55:57,33.36681,29.4515,10.307871,0.22738,0.350806,1.905189,0.108311,5.4037,1.7654,13.757213,-483.0526
2024-02-29 14:55:58,33.49181,29.4515,10.303171,0.22338,0.350806,1.905589,0.108311,5.4037,1.7654,13.776213,-482.798
2024-02-29 14:55:59,33.77191,29.4515,10.303171,0.22338,0.352806,1.906289,0.108311,5.4037,1.7654,13.795113,-482.56567
2024-02-29 14:56:00,33.957012,29.4515,10.307871,0.23148,0.350806,1.906389,0.108311,5.4037,1.7654,13.795113,-482.3784
2024-02-29 14:56:01,33.116413,29.4515,10.280071,0.22738,0.352806,1.906989,0.108311,5.4037,1.7654,13.814013,-482.15305
2024-02-29 14:56:02,33.148014,29.4515,10.282372,0.22738,0.352806,1.906989,0.108311,5.4037,1.7654,13.814013,-481.90024
2024-02-29 14:56:03,33.022312,29.4515,10.282372,0.22738,0.350806,1.907189,0.108311,5.4037,1.7654,13.851912,-481.56165
2024-02-29 14:56:04,33.55611,29.4515,10.303171,0.22738,0.352806,1.906789,0.108311,5.4037,1.7654,13.870812,-481.19867
2024-02-29 14:56:05,33.400112,29.4515,10.293971,0.23548,0.348806,1.906389,0.108311,5.4037,1.7654,13.889812,-480.8487
2024-02-29 14:56:06,33.400112,29.4515,10.293971,0.23548,0.348806,1.906389,0.108311,5.4037,1.7654,13.889812,-480.67056
2024-02-29 14:56:07,33.494114,29.4515,10.319371,0.22738,0.350806,1.905989,0.108311,5.4037,1.7654,13.908712,-480.5052
2024-02-29 14:56:08,33.369114,29.4515,10.312471,0.23148,0.348806,1.906689,0.108311,5.4037,1.7654,13.908712,-480.29462
2024-02-29 14:56:09,33.743114,29.4515,10.312471,0.21928,0.352806,1.907189,0.108311,5.4037,1.7654,13.927612,-480.05124
2024-02-29 14:56:10,33.463314,29.4515,10.305572,0.22738,0.350806,1.906889,0.108311,5.4037,1.7654,13.946512,-479.84485
2024-02-29 14:56:11,33.244415,29.4515,10.303171,0.21928,0.350806,1.906589,0.108311,5.4037,1.7654,13.965512,-479.61517
2024-02-29 14:56:12,33.712517,29.4515,10.289371,0.21928,0.348806,1.906289,0.108211,5.4037,1.7654,13.984412,-479.33496
2024-02-29 14:56:13,33.245117,29.4515,10.305572,0.22338,0.350806,1.906188,0.108211,5.4037,1.7654,14.003312,-479.08826
2024-02-29 14:56:14,33.960117,29.4515,10.321772,0.22338,0.352806,1.906688,0.108211,5.4037,1.7654,14.022312,-478.8852
2024-02-29 14:56:15,32.83402,29.4515,10.282372,0.21928,0.350806,1.906488,0.108211,5.4037,1.7654,14.041212,-478.6645
2024-02-29 14:56:16,33.43342,29.4515,10.307872,0.22338,0.350806,1.906188,0.108211,5.4037,1.7654,14.060112,-478.42648
2024-02-29 14:56:17,33.589317,29.4515,10.296272,0.22738,0.352806,1.906488,0.108211,5.4037,1.7654,14.060112,-478.25922
2024-02-29 14:56:18,33.088615,29.4515,10.317072,0.22738,0.352806,1.907088,0.108211,5.4037,1.7654,14.098012,-478.0145
2024-02-29 14:56:19,32.994015,29.4515,10.303172,0.22738,0.350806,1.906688,0.108211,5.4037,1.7654,14.116912,-477.60303
2024-02-29 14:56:20,33.434414,29.4515,10.284672,0.21928,0.352806,1.906088,0.108211,5.4037,1.7654,14.135812,-477.26706
2024-02-29 14:56:21,33.497112,29.4515,10.303172,0.22738,0.350806,1.905388,0.108211,5.4037,1.7654,14.154812,-476.95038
2024-02-29 14:56:22,33.40341,29.4515,10.310172,0.22338,0.352806,1.905388,0.108211,5.4037,1.7654,14.173712,-476.62802
2024-02-29 14:56:23,33.310013,29.4515,10.296272,0.23148,0.350806,1.905288,0.108211,5.4037,1.7654,14.192612,-476.42432
2024-02-29 14:56:24,33.24721,29.4515,10.296272,0.22338,0.348806,1.905188,0.108111,5.4037,1.7654,14.211612,-476.26617
2024-02-29 14:56:25,33.09001,29.4515,10.310172,0.22338,0.352806,1.905588,0.108111,5.4037,1.7654,14.230512,-476.04333
2024-02-29 14:56:26,33.05841,29.4515,10.286972,0.21928,0.350806,1.905088,0.108111,5.4037,1.7654,14.287312,-475.83633
2024-02-29 14:56:27,33.46741,29.4515,10.307872,0.22738,0.350806,1.904688,0.108111,5.4037,1.7654,14.306211,-475.58163
2024-02-29 14:56:28,33.15401,29.4515,10.303172,0.23148,0.352806,1.904588,0.108111,5.4037,1.7654,14.325212,-475.31723
2024-02-29 14:56:29,33.15401,29.4515,10.303172,0.23148,0.352806,1.904588,0.108111,5.4037,1.7654,14.325212,-475.18582
2024-02-29 14:56:30,33.436512,29.4515,10.296272,0.22338,0.352806,1.904488,0.108111,5.4037,1.7654,14.344111,-475.11298
2024-02-29 14:56:31,33.21731,29.4515,10.307872,0.21928,0.350806,1.904388,0.108111,5.4037,1.7654,14.381911,-474.82156
2024-02-29 14:56:32,33.74781,29.4515,10.303172,0.22738,0.350806,1.904388,0.108011,5.4037,1.7654,14.400911,-474.57867
2024-02-29 14:56:33,33.62381,29.4515,10.307872,0.22738,0.350806,1.903988,0.108011,5.4037,1.7654,14.419811,-474.43442
2024-02-29 14:56:34,32.51861,29.4515,9.979172,0.22738,0.350806,1.904189,0.107911,5.4037,1.7654,14.438711,-473.87637
2024-02-29 14:56:35,31.967909,29.4515,7.405072,0.22738,0.350806,1.915789,0.107911,5.4037,1.7654,14.476611,-473.35345
2024-02-29 14:56:36,9e-06,29.4515,3.136572,0.22738,0.350806,1.943889,0.107911,5.4037,1.7654,14.495511,-473.00037
2024-02-29 14:56:37,9e-06,29.4515,0.766172,0.21928,0.350806,2.009588,0.107911,5.4037,1.7654,14.514511,-472.68045
2024-02-29 14:56:38,9e-06,29.4515,0.583272,0.22338,0.352806,2.039788,0.107911,5.4037,1.7654,14.552311,-472.5057
2024-02-29 14:56:39,9e-06,29.4515,0.562472,0.22738,0.350806,2.043588,0.107911,5.4037,1.7654,14.571211,-472.39545
2024-02-29 14:56:40,9e-06,29.4515,0.539372,0.22338,0.350806,2.043489,0.107911,5.4037,1.7654,14.590211,-472.04303
2024-02-29 14:56:41,9e-06,29.4515,0.518472,0.23148,0.352806,2.042689,0.107911,5.4037,1.7654,14.628011,-471.7183
2024-02-29 14:56:42,9e-06,29.4515,0.539372,0.22738,0.350806,2.042189,0.107911,5.4037,1.7654,14.647011,-471.45477
2024-02-29 14:56:43,9e-06,29.4515,0.536972,0.22738,0.350806,2.042189,0.107911,5.4037,1.7654,14.665911,-471.30884
2024-02-29 14:56:44,9e-06,29.4515,0.536972,0.22338,0.350806,2.041889,0.107911,5.4037,1.7654,14.684811,-471.2882
2024-02-29 14:56:45,9e-06,29.4515,0.523072,0.22738,0.350806,2.041289,0.107811,5.4037,1.7654,14.722711,-471.4566
2024-02-29 14:56:46,9e-06,29.4515,0.509272,0.23148,0.348806,2.041589,0.107811,5.4037,1.7654,14.741611,-471.74323
2024-02-29 14:56:47,9e-06,29.4515,0.511572,0.22338,0.350806,2.040789,0.107811,5.4037,1.7654,14.77951,-471.9784
2024-02-29 14:56:48,9e-06,29.4515,0.532372,0.22338,0.348806,2.041489,0.107811,5.4037,1.7654,14.79841,-472.0384
2024-02-29 14:56:49,9e-06,29.4515,0.506872,0.22738,0.350806,2.041389,0.107811,5.4037,1.7654,14.83631,-471.9877
2024-02-29 14:56:50,9e-06,29.4515,0.509272,0.22338,0.350806,2.041189,0.107711,5.4037,1.7654,14.85521,-471.94302
2024-02-29 14:56:51,9e-06,29.4515,0.527772,0.21928,0.350806,2.040889,0.107711,5.4037,1.7654,14.91201,-471.7239
2024-02-29 14:56:52,9e-06,29.4515,0.520772,0.22738,0.350806,2.041389,0.107711,5.4037,1.7654,14.93091,-471.62054
2024-02-29 14:56:53,9e-06,29.4515,0.525472,0.22338,0.350806,2.041189,0.107711,5.4037,1.7654,14.96881,-471.56635
2024-02-29 14:56:54,9e-06,29.4515,0.506872,0.22338,0.352806,2.041089,0.107611,5.4037,1.7654,14.98771,-471.55377
2024-02-29 14:56:55,9e-06,29.4515,0.506872,0.22338,0.352806,2.041089,0.107611,5.4037,1.7654,14.98771,-471.5518
2024-02-29 14:56:56,9e-06,29.4515,0.509272,0.22738,0.350806,2.040989,0.107611,5.4037,1.7654,15.00671,-471.63742
2024-02-29 14:56:57,9e-06,29.4515,0.523072,0.22738,0.350806,2.041689,0.107611,5.4037,1.7654,15.04451,-471.74777
2024-02-29 14:56:58,9e-06,29.4515,0.523072,0.22738,0.350806,2.042289,0.107611,5.4037,1.7654,15.06341,-471.75226
2024-02-29 14:56:59,9e-06,29.4515,0.511572,0.22738,0.350806,2.064789,0.107611,5.4037,1.7654,15.10131,-471.73038
2024-02-29 14:57:00,9e-06,29.4515,0.504572,0.22338,0.350806,2.082289,0.107611,5.4037,1.7654,15.12021,-471.6865
2024-02-29 14:57:01,9e-06,29.4515,0.511572,0.22338,0.348806,2.086789,0.107511,5.4037,1.7654,15.15811,-471.71347
2024-02-29 14:57:02,9e-06,29.4515,0.486072,0.22738,0.352806,2.088089,0.107511,5.4037,1.7654,15.17701,-471.68002
2024-02-29 14:57:03,9e-06,29.4515,0.518472,0.22338,0.348806,2.088589,0.107511,5.4037,1.7654,15.21491,-471.5477
2024-02-29 14:57:04,9e-06,29.4515,0.509272,0.22338,0.352806,2.088489,0.107511,5.4037,1.7654,15.233809,-471.53046
2024-02-29 14:57:05,9e-06,29.4515,0.502272,0.21928,0.350806,2.087889,0.107411,5.4037,1.7654,15.271709,-471.5124
2024-02-29 14:57:06,9e-06,29.4515,0.520772,0.21928,0.352806,2.088089,0.107411,5.4037,1.7654,15.290609,-471.39117
2024-02-29 14:57:07,9e-06,29.4515,0.502272,0.21928,0.350806,2.088489,0.107411,5.4037,1.7654,15.328509,-471.35522
2024-02-29 14:57:08,9e-06,29.4515,0.520772,0.22338,0.350806,2.088189,0.107411,5.4037,1.7654,15.347409,-471.36887
2024-02-29 14:57:09,9e-06,29.4515,0.497672,0.23148,0.350806,2.088089,0.107411,5.4037,1.7654,15.385309,-471.33054
2024-02-29 14:57:10,9e-06,29.4515,0.513872,0.22338,0.352806,2.087689,0.107411,5.4037,1.7654,15.404209,-471.46832
2024-02-29 14:57:11,9e-06,29.4515,0.504572,0.22338,0.348806,2.087389,0.107411,5.4037,1.7654,15.423109,-471.5905
2024-02-29 14:57:12,9e-06,29.4515,0.516172,0.22338,0.350806,2.087389,0.107411,5.4037,1.7654,15.461009,-471.64276
2024-02-29 14:57:13,9e-06,29.4515,0.497672,0.22338,0.348806,2.087489,0.107311,5.4037,1.7654,15.479909,-471.66647
2024-02-29 14:57:14,9e-06,29.4515,0.504572,0.21928,0.350806,2.087189,0.107411,5.4037,1.7654,15.517809,-471.5975
2024-02-29 14:57:15,9e-06,29.4515,0.511572,0.21928,0.350806,2.087489,0.107411,5.4037,1.7654,15.536709,-471.3095
2024-02-29 14:57:16,9e-06,29.4515,0.518472,0.21528,0.352806,2.088089,0.107311,5.4037,1.7654,15.593509,-471.14908
2024-02-29 14:57:17,9e-06,29.4515,0.516172,0.21928,0.350806,2.088489,0.107311,5.4037,1.7654,15.631409,-470.9925
2024-02-29 14:57:18,9e-06,29.4515,0.499972,0.21928,0.350806,2.088689,0.107311,5.4037,1.7654,15.650309,-470.90894
2024-02-29 14:57:19,9e-06,29.4515,0.520772,0.21928,0.352806,2.088489,0.107311,5.4037,1.7654,15.688209,-470.96808
2024-02-29 14:57:20,9e-06,29.4515,0.520772,0.21928,0.352806,2.088489,0.107311,5.4037,1.7654,15.688209,-471.0092
2024-02-29 14:57:21,9e-06,29.4515,0.525472,0.22338,0.350806,2.088089,0.107311,5.4037,1.7654,15.707108,-471.17136
2024-02-29 14:57:22,9e-06,29.4515,0.513872,0.22338,0.350806,2.088189,0.107311,5.4037,1.7654,15.726008,-471.31363
2024-02-29 14:57:23,9e-06,29.4515,0.493072,0.22338,0.350806,2.088189,0.107211,5.4037,1.7654,15.763908,-471.40814
2024-02-29 14:57:24,9e-06,29.4515,0.511572,0.22738,0.352806,2.088589,0.107211,5.4037,1.7654,15.801708,-471.2863
2024-02-29 14:57:25,9e-06,29.4515,0.513872,0.23148,0.350806,2.088089,0.107211,5.4037,1.7654,15.820708,-471.01822
2024-02-29 14:57:26,9e-06,29.4515,0.493072,0.23548,0.350806,2.086789,0.107311,5.4037,1.7654,15.858508,-470.7366
2024-02-29 14:57:27,9e-06,29.4515,0.532372,0.22738,0.350806,2.086889,0.107311,5.4037,1.7654,15.877508,-470.6346
2024-02-29 14:57:28,9e-06,29.4515,0.511572,0.22338,0.350806,2.086889,0.107311,5.4037,1.7654,15.915308,-470.57602
2024-02-29 14:57:29,9e-06,29.4515,0.523072,0.22738,0.350806,2.086289,0.107311,5.4037,1.7654,15.934308,-470.50626
2024-02-29 14:57:30,9e-06,29.4515,0.506872,0.22738,0.352806,2.086689,0.107211,5.4037,1.7654,15.953208,-470.53775
2024-02-29 14:57:31,9e-06,29.4515,0.506872,0.22738,0.350806,2.087289,0.107211,5.4037,1.7654,15.991008,-470.67722
2024-02-29 14:57:32,9e-06,29.4515,0.502272,0.22338,0.352806,2.088089,0.107211,5.4037,1.7654,16.010008,-470.75616
2024-02-29 14:57:33,9e-06,29.4515,0.523072,0.21928,0.350806,2.087889,0.107211,5.4037,1.7654,16.047808,-470.80533
2024-02-29 14:57:34,9e-06,29.4515,0.509272,0.22738,0.352806,2.087389,0.107111,5.4037,1.7654,16.066807,-470.73575
2024-02-29 14:57:35,9e-06,29.4515,0.520772,0.21528,0.350806,2.087189,0.107111,5.4037,1.7654,16.104607,-470.67105
2024-02-29 14:57:36,9e-06,29.4515,0.511572,0.21928,0.352806,2.087689,0.107111,5.4037,1.7654,16.123606,-470.69693
2024-02-29 14:57:37,9e-06,29.4515,0.495372,0.22738,0.350806,2.087489,0.107111,5.4037,1.7654,16.142506,-470.7217
2024-02-29 14:57:38,9e-06,29.4515,0.504572,0.22338,0.350806,2.087389,0.107111,5.4037,1.7654,16.180305,-470.69382
2024-02-29 14:57:39,9e-06,29.4515,0.513872,0.22738,0.350806,2.087389,0.107111,5.4037,1.7654,16.199305,-470.49448
2024-02-29 14:57:40,9e-06,29.4515,0.518472,0.22338,0.350806,2.087589,0.107111,5.4037,1.7654,16.237104,-470.32428
2024-02-29 14:57:41,9e-06,29.4515,0.513872,0.22338,0.350806,2.086789,0.107111,5.4037,1.7654,16.275005,-470.20514
2024-02-29 14:57:42,9e-06,29.4515,0.504572,0.22338,0.350806,2.087289,0.107111,5.4037,1.7654,16.312906,-470.01666
2024-02-29 14:57:43,9e-06,29.4515,0.499972,0.22338,0.350806,2.087389,0.107111,5.4037,1.7654,16.331806,-469.9038
2024-02-29 14:57:44,9e-06,29.4515,0.499972,0.22338,0.350806,2.087389,0.107111,5.4037,1.7654,16.331806,-469.84695
2024-02-29 14:57:45,9e-06,29.4515,0.509272,0.22338,0.352806,2.087989,0.107111,5.4037,1.7654,16.369707,-469.9293
2024-02-29 14:57:46,9e-06,29.4515,0.499972,0.22338,0.350806,2.087789,0.107011,5.4037,1.7654,16.388607,-469.99637
2024-02-29 14:57:47,9e-06,29.4515,0.532372,0.22338,0.352806,2.088089,0.107011,5.4037,1.7654,16.407507,-470.00708
2024-02-29 14:57:48,9e-06,29.4515,0.516172,0.22738,0.352806,2.088289,0.106911,5.4037,1.7654,16.445408,-470.02985
2024-02-29 14:57:49,9e-06,29.4515,0.506872,0.22738,0.350806,2.087789,0.106911,5.4037,1.7654,16.464308,-470.0466
2024-02-29 14:57:50,9e-06,29.4515,0.495372,0.22738,0.350806,2.087389,0.106911,5.4037,1.7654,16.483208,-470.05173
2024-02-29 14:57:51,9e-06,29.4515,0.536972,0.22738,0.350806,2.087589,0.106911,5.4037,1.7654,16.502207,-470.00092
2024-02-29 14:57:52,9e-06,29.4515,0.506872,0.22738,0.352806,2.089389,0.106911,5.4037,1.7654,16.540007,-469.9032
2024-02-29 14:57:53,9e-06,29.4515,0.530072,0.22738,0.350806,2.088989,0.106911,5.4037,1.7654,16.559006,-469.68457
2024-02-29 14:57:54,9e-06,29.4515,0.511572,0.22738,0.350806,2.088189,0.106911,5.4037,1.7654,16.596806,-469.54208
2024-02-29 14:57:55,9e-06,29.4515,0.479172,0.23548,0.350806,2.087789,0.106911,5.4037,1.7654,16.615805,-469.54742
2024-02-29 14:57:56,9e-06,29.4515,0.536972,0.23548,0.350806,2.087389,0.106911,5.4037,1.7654,16.634705,-469.57095
2024-02-29 14:57:57,9e-06,29.4515,0.497672,0.23148,0.348806,2.087189,0.106911,5.4037,1.7654,16.672504,-469.45947
2024-02-29 14:57:58,9e-06,29.4515,0.509272,0.22738,0.352806,2.086989,0.106911,5.4037,1.7654,16.691504,-469.51813
2024-02-29 14:57:59,9e-06,29.4515,0.513872,0.22738,0.348806,2.087889,0.106911,5.4037,1.7654,16.710403,-469.68912
2024-02-29 14:58:00,9e-06,29.4515,0.504572,0.22338,0.352806,2.087989,0.106911,5.4037,1.7654,16.748304,-469.5786
2024-02-29 14:58:01,9e-06,29.4515,0.518472,0.23148,0.350806,2.087789,0.106911,5.4037,1.7654,16.767204,-469.3022
2024-02-29 14:58:02,9e-06,29.4515,0.497672,0.23958,0.350806,2.087489,0.106911,5.4037,1.7654,16.786104,-469.2258
2024-02-29 14:58:03,9e-06,29.4515,0.502272,0.22338,0.350806,2.088189,0.106911,5.4037,1.7654,16.805103,-469.19336
2024-02-29 14:58:04,9e-06,29.4515,0.506872,0.23148,0.350806,2.088589,0.106911,5.4037,1.7654,16.861803,-468.92307
2024-02-29 14:58:05,9e-06,29.4515,0.534672,0.23548,0.352806,2.087589,0.106811,5.4037,1.7654,16.880802,-469.08246
2024-02-29 14:58:06,9e-06,29.4515,0.516172,0.23148,0.350806,2.087289,0.106811,5.4037,1.7654,16.899702,-469.13968
2024-02-29 14:58:07,9e-06,29.4515,0.525472,0.22738,0.352806,2.087089,0.106811,5.4037,1.7654,16.937603,-468.98407
2024-02-29 14:58:08,9e-06,29.4515,0.525472,0.22738,0.352806,2.087089,0.106811,5.4037,1.7654,16.937603,-468.89725
2024-02-29 14:58:09,9e-06,29.4515,0.493072,0.23548,0.348806,2.086889,0.106811,5.4037,1.7654,16.956503,-469.03528
2024-02-29 14:58:10,9e-06,29.4515,0.520772,0.22738,0.350806,2.087289,0.106711,5.4037,1.7654,16.975403,-469.22824
2024-02-29 14:58:11,9e-06,29.4515,0.516172,0.22338,0.350806,2.087589,0.106711,5.4037,1.7654,16.994402,-469.02777
2024-02-29 14:58:12,9e-06,29.4515,0.509272,0.22738,0.350806,2.087489,0.106711,5.4037,1.7654,17.013302,-468.83734
2024-02-29 14:58:13,9e-06,29.4515,0.506872,0.23148,0.348806,2.088389,0.106711,5.4037,1.7654,17.051203,-469.06946
2024-02-29 14:58:14,9e-06,29.4515,0.513872,0.21928,0.350806,2.088489,0.106711,5.4037,1.7654,17.070103,-469.28238
2024-02-29 14:58:15,9e-06,29.4515,0.506872,0.22338,0.350806,2.088089,0.106711,5.4037,1.7654,17.089003,-469.11075
2024-02-29 14:58:16,9e-06,29.4515,0.502272,0.22338,0.350806,2.087489,0.106711,5.4037,1.7654,17.107903,-468.88376
2024-02-29 14:58:17,9e-06,29.4515,0.523072,0.21928,0.350806,2.088489,0.106711,5.4037,1.7654,17.145803,-468.85223
2024-02-29 14:58:18,9e-06,29.4515,0.525472,0.22338,0.350806,2.088789,0.106711,5.4037,1.7654,17.164703,-468.83212
2024-02-29 14:58:19,9e-06,29.4515,0.502272,0.22338,0.348806,2.088289,0.106711,5.4037,1.7654,17.183702,-468.68005
2024-02-29 14:58:20,9e-06,29.4515,0.502272,0.22338,0.348806,2.087489,0.106711,5.4037,1.7654,17.202602,-468.52036
2024-02-29 14:58:21,9e-06,29.4515,0.509272,0.22338,0.348806,2.087289,0.106711,5.4037,1.7654,17.221502,-468.51462
2024-02-29 14:58:22,9e-06,29.4515,0.490672,0.22738,0.348806,2.086889,0.106711,5.4037,1.7654,17.240501,-468.56882
2024-02-29 14:58:23,9e-06,29.4515,0.511572,0.21928,0.348806,2.086689,0.106711,5.4037,1.7654,17.278301,-468.51688
2024-02-29 14:58:24,9e-06,29.4515,0.511572,0.21928,0.348806,2.087489,0.106711,5.4037,1.7654,17.2973,-468.491
2024-02-29 14:58:25,9e-06,29.4515,0.502272,0.21928,0.348806,2.087689,0.106711,5.4037,1.7654,17.3162,-468.52963
2024-02-29 14:58:26,9e-06,29.4515,0.493072,0.22338,0.350806,2.087689,0.106711,5.4037,1.7654,17.3351,-468.5119
